individualId,count,coverage,parent1,parent2
13,12,0.918260,41,12
20,12,0.918260,18,18
21,12,0.918260,10,10
22,12,0.918260,48,11
28,12,0.918260,22,22
30,12,0.918260,23,23
31,12,0.918260,23,22
35,12,0.923311,33,3
41,12,0.923311,33,38
48,12,0.913210,46,36
2,13,0.929065,11,35
5,13,0.924014,3,11
6,13,0.924014,3,3
7,13,0.924014,6,22
10,13,0.924014,13,6
14,13,0.913913,3,11
20,13,0.924014,41,28
26,13,0.918964,21,20
35,13,0.918964,30,48
36,13,0.918964,31,31
41,13,0.924014,35,35
1,14,0.929065,35,41
3,14,0.924014,0,0
4,14,0.929065,14,2
5,14,0.929065,2,2
9,14,0.924014,5,5
10,14,0.924014,6,36
11,14,0.924014,10,10
12,14,0.924014,7,7
28,14,0.924014,20,36
33,14,0.918964,26,26
1,15,0.929065,5,1
2,15,0.929065,0,0
4,15,0.924014,5,3
5,15,0.924014,3,3
6,15,0.929065,5,4
7,15,0.929065,4,4
9,15,0.929065,5,3
15,15,0.924014,10,10
16,15,0.924014,9,9
17,15,0.924014,33,28
27,15,0.924014,11,12
37,15,0.924014,33,28
1,16,0.934115,1,5
2,16,0.929065,2,7
3,16,0.929065,1,37
4,16,0.929065,0,0
7,16,0.929065,1,1
13,16,0.929065,17,4
16,16,0.929065,6,6
21,16,0.929065,9,9
25,16,0.924014,15,27
26,16,0.924014,16,16
34,16,0.924014,15,27
46,16,0.918964,17,4
2,17,0.934115,1,1
4,17,0.934115,0,0
5,17,0.929065,21,3
6,17,0.929065,2,2
9,17,0.929065,7,4
10,17,0.929065,7,4
11,17,0.929065,3,4
15,17,0.929065,13,13
20,17,0.924014,46,16
29,17,0.924014,25,25
30,17,0.924014,26,26
40,17,0.924014,34,34
1,18,0.939166,0,0
3,18,0.934115,10,2
5,18,0.934115,10,4
6,18,0.934115,2,2
7,18,0.929065,11,15
8,18,0.929065,5,30
9,18,0.929065,5,5
12,18,0.929065,6,6
17,18,0.929065,9,9
25,18,0.929065,15,15
35,18,0.924014,30,30
44,18,0.924014,40,40
50,18,0.913913,29,20
2,19,0.939166,0,0
3,19,0.939166,1,1
7,19,0.939166,7,25
9,19,0.934115,3,17
11,19,0.934115,9,5
12,19,0.934115,6,6
15,19,0.929065,7,7
18,19,0.929065,8,8
19,19,0.929065,12,12
25,19,0.929065,17,12
38,19,0.924014,35,35
47,19,0.924014,44,44
49,19,0.913913,50,50
2,20,0.939166,0,0
3,20,0.939166,38,2
5,20,0.939166,3,3
10,20,0.939166,7,7
15,20,0.934115,11,11
16,20,0.934115,12,12
19,20,0.929065,15,15
20,20,0.929065,25,18
23,20,0.929065,19,19
31,20,0.929065,25,18
50,20,0.924014,18,47
51,20,0.913913,49,9
1,21,0.939166,2,2
2,21,0.939166,19,2
3,21,0.939166,31,2
7,21,0.939166,3,5
9,21,0.939166,3,5
10,21,0.939166,5,5
12,21,0.939166,10,20
24,21,0.934115,20,15
26,21,0.934115,23,16
34,21,0.929065,50,23
36,21,0.929065,23,16
49,21,0.913913,51,51
1,22,0.965534,1,2
2,22,0.960483,3,3
5,22,0.960483,0,0
7,22,0.960483,49,3
8,22,0.960483,7,7
10,22,0.960483,9,9
12,22,0.960483,10,10
15,22,0.960483,12,12
29,22,0.955433,26,36
39,22,0.950382,34,24
51,22,0.935231,49,3
1,23,0.965534,1,1
2,23,0.965534,0,0
4,23,0.960483,5,2
11,23,0.960483,7,7
13,23,0.960483,5,5
15,23,0.960483,8,8
16,23,0.960483,10,10
19,23,0.960483,10,12
22,23,0.960483,15,15
37,23,0.955433,29,29
45,23,0.950382,51,39
1,24,0.965534,1,13
3,24,0.965534,0,0
4,24,0.960483,4,15
15,24,0.960483,4,15
16,24,0.960483,16,37
18,24,0.960483,2,19
21,24,0.960483,22,22
23,24,0.960483,22,11
47,24,0.950382,45,45
1,25,0.965534,3,1
3,25,0.965534,18,3
6,25,0.960483,4,4
7,25,0.960483,18,3
32,25,0.960483,15,16
49,25,0.950382,47,47
51,25,0.950382,21,23
1,26,0.965534,7,1
4,26,0.965534,3,3
11,26,0.960483,6,6
13,26,0.960483,32,7
51,26,0.945332,49,51
1,27,0.966237,1,1
18,27,0.961186,11,11
50,27,0.956136,4,13
51,27,0.946035,4,51
