individualId,count,coverage,parent1,parent2
41,1,0.872096,39,30
42,1,0.877146,39,30
43,1,0.877146,18,14
44,1,0.877146,35,18
45,1,0.872096,34,34
46,1,0.872096,33,33
47,1,0.872096,33,33
48,1,0.872096,36,36
49,1,0.867045,38,12
50,1,0.867045,35,8
51,1,0.861995,43,43
1,2,0.942803,10,2
2,2,0.942803,0,31
3,2,0.942803,0,0
4,2,0.942803,2,2
5,2,0.942803,1,1
6,2,0.942803,0,0
7,2,0.942803,1,1
8,2,0.942803,2,40
9,2,0.927651,4,15
10,2,0.927651,4,4
11,2,0.927651,10,4
12,2,0.912500,5,5
13,2,0.912500,5,5
14,2,0.912500,10,2
15,2,0.912500,6,6
16,2,0.907449,8,8
17,2,0.907449,8,8
18,2,0.912500,9,9
19,2,0.907449,10,4
20,2,0.907449,10,36
21,2,0.907449,11,11
22,2,0.897348,15,15
23,2,0.897348,40,15
24,2,0.897348,4,15
25,2,0.902399,17,34
26,2,0.902399,17,17
27,2,0.902399,18,18
28,2,0.902399,17,17
29,2,0.902399,17,17
30,2,0.892298,28,32
31,2,0.892298,28,33
32,2,0.897348,21,19
33,2,0.897348,20,20
34,2,0.892298,21,19
35,2,0.892298,23,47
36,2,0.892298,24,24
37,2,0.892298,24,24
38,2,0.892298,24,24
39,2,0.887247,15,15
40,2,0.887247,0,31
41,2,0.882197,28,32
42,2,0.877146,10,36
43,2,0.877146,23,47
44,2,0.872096,2,40
45,2,0.872096,40,40
46,2,0.877146,28,33
47,2,0.877146,17,34
48,2,0.872096,44,44
49,2,0.872096,45,45
50,2,0.872096,47,47
51,2,0.861995,40,15
1,3,0.947853,10,2
2,3,0.942803,0,0
3,3,0.942803,0,1
4,3,0.942803,1,2
5,3,0.942803,0,1
6,3,0.942803,1,7
7,3,0.942803,3,11
8,3,0.942803,5,11
9,3,0.942803,4,4
10,3,0.942803,7,5
11,3,0.942803,1,2
12,3,0.942803,2,2
13,3,0.942803,3,4
14,3,0.942803,20,4
15,3,0.942803,7,5
16,3,0.942803,7,7
17,3,0.942803,3,3
18,3,0.942803,20,7
19,3,0.942803,3,4
20,3,0.932702,1,7
21,3,0.927651,41,9
22,3,0.927651,9,9
23,3,0.912500,44,11
24,3,0.912500,3,11
25,3,0.912500,5,11
26,3,0.912500,10,2
27,3,0.912500,14,25
28,3,0.907449,15,15
29,3,0.907449,15,35
30,3,0.912500,17,41
31,3,0.907449,18,18
32,3,0.907449,20,7
33,3,0.902399,33,26
34,3,0.897348,22,22
35,3,0.897348,23,23
36,3,0.902399,26,30
37,3,0.902399,14,25
38,3,0.897348,32,29
39,3,0.902399,20,4
40,3,0.892298,29,29
41,3,0.892298,30,30
42,3,0.897348,31,31
43,3,0.892298,33,26
44,3,0.892298,15,35
45,3,0.887247,26,30
46,3,0.882197,40,40
47,3,0.877146,17,41
48,3,0.872096,44,11
49,3,0.882197,32,29
50,3,0.872096,48,48
51,3,0.867045,41,9
1,4,0.949260,9,8
2,4,0.949260,8,21
3,4,0.949260,32,0
4,4,0.949260,0,0
5,4,0.949260,0,20
6,4,0.949260,20,18
7,4,0.949260,14,28
8,4,0.944209,16,27
9,4,0.944209,2,30
10,4,0.944209,3,40
11,4,0.944209,12,2
12,4,0.944209,2,2
13,4,0.944209,3,3
14,4,0.944209,27,3
15,4,0.944209,3,3
16,4,0.944209,3,4
17,4,0.944209,3,4
18,4,0.944209,5,5
19,4,0.944209,4,4
20,4,0.944209,4,4
21,4,0.944209,11,11
22,4,0.944209,25,17
23,4,0.944209,17,17
24,4,0.944209,9,8
25,4,0.944209,8,47
26,4,0.944209,8,8
27,4,0.944209,11,11
28,4,0.944209,12,2
29,4,0.944209,18,18
30,4,0.944209,18,27
31,4,0.944209,18,18
32,4,0.934108,16,27
33,4,0.929058,0,20
34,4,0.924007,35,24
35,4,0.918957,20,18
36,4,0.913906,24,24
37,4,0.913906,25,17
38,4,0.913906,8,21
39,4,0.908856,27,3
40,4,0.908856,18,27
41,4,0.908856,14,28
42,4,0.898755,33,45
43,4,0.903805,32,32
44,4,0.903805,32,0
45,4,0.898755,34,34
46,4,0.893704,35,24
47,4,0.893704,39,39
48,4,0.893704,3,40
49,4,0.893704,2,30
50,4,0.883603,33,45
51,4,0.873502,8,47
1,5,0.955433,0,0
2,5,0.955433,23,0
3,5,0.955433,1,4
4,5,0.955433,2,15
5,5,0.955433,6,32
6,5,0.955433,2,37
7,5,0.955433,2,2
8,5,0.955433,3,3
9,5,0.955433,4,4
10,5,0.955433,4,4
11,5,0.955433,1,4
12,5,0.955433,5,5
13,5,0.955433,13,16
14,5,0.950382,8,8
15,5,0.950382,9,48
16,5,0.950382,10,10
17,5,0.950382,11,11
18,5,0.950382,15,12
19,5,0.950382,15,21
20,5,0.950382,47,15
21,5,0.950382,13,16
22,5,0.950382,17,17
23,5,0.950382,24,25
24,5,0.950382,23,0
25,5,0.950382,15,12
26,5,0.950382,22,22
27,5,0.950382,23,29
28,5,0.950382,24,25
29,5,0.950382,15,21
30,5,0.950382,21,21
31,5,0.950382,22,22
32,5,0.950382,2,15
33,5,0.950382,29,29
34,5,0.950382,23,29
35,5,0.940281,31,31
36,5,0.935231,32,34
37,5,0.925130,34,34
38,5,0.925130,34,46
39,5,0.925130,32,34
40,5,0.925130,6,32
41,5,0.925130,49,37
42,5,0.920079,2,37
43,5,0.915029,40,40
44,5,0.899877,45,45
45,5,0.899877,34,46
46,5,0.899877,46,46
47,5,0.899877,47,47
48,5,0.899877,47,15
49,5,0.899877,9,48
50,5,0.889776,49,49
51,5,0.889776,49,37
1,6,0.955433,1,21
2,6,0.955433,0,28
3,6,0.955433,0,0
4,6,0.955433,1,1
5,6,0.955433,0,0
6,6,0.955433,1,1
7,6,0.955433,0,0
8,6,0.955433,0,0
9,6,0.955433,24,7
10,6,0.955433,24,5
11,6,0.955433,2,3
12,6,0.955433,2,2
13,6,0.955433,2,2
14,6,0.955433,2,3
15,6,0.955433,6,29
16,6,0.955433,5,5
17,6,0.955433,5,26
18,6,0.955433,27,7
19,6,0.955433,21,7
20,6,0.955433,10,10
21,6,0.955433,38,8
22,6,0.955433,8,8
23,6,0.955433,8,8
24,6,0.950382,13,13
25,6,0.950382,13,13
26,6,0.950382,19,40
27,6,0.950382,17,17
28,6,0.950382,31,21
29,6,0.950382,22,19
30,6,0.950382,21,42
31,6,0.950382,21,7
32,6,0.950382,21,21
33,6,0.950382,17,17
34,6,0.950382,22,19
35,6,0.950382,0,28
36,6,0.950382,24,24
37,6,0.950382,6,29
38,6,0.950382,1,21
39,6,0.950382,5,26
40,6,0.950382,27,7
41,6,0.950382,31,21
42,6,0.950382,24,5
43,6,0.950382,32,32
44,6,0.950382,24,7
45,6,0.925130,38,8
46,6,0.925130,38,38
47,6,0.915029,21,42
48,6,0.915029,19,40
49,6,0.899877,44,44
50,6,0.899877,46,46
51,6,0.899877,47,47
1,7,0.960483,2,16
2,7,0.955433,23,2
3,7,0.955433,36,0
4,7,0.955433,0,0
5,7,0.955433,2,47
6,7,0.955433,11,8
7,7,0.955433,3,3
8,7,0.955433,2,3
9,7,0.955433,2,2
10,7,0.955433,2,26
11,7,0.955433,2,2
12,7,0.955433,2,3
13,7,0.955433,2,2
14,7,0.955433,2,2
15,7,0.955433,18,11
16,7,0.955433,11,11
17,7,0.955433,11,11
18,7,0.955433,11,8
19,7,0.955433,13,13
20,7,0.955433,15,15
21,7,0.955433,14,14
22,7,0.955433,14,14
23,7,0.955433,15,27
24,7,0.955433,18,18
25,7,0.955433,18,17
26,7,0.955433,18,11
27,7,0.955433,18,17
28,7,0.955433,17,17
29,7,0.955433,21,21
30,7,0.955433,21,25
31,7,0.955433,21,21
32,7,0.950382,2,16
33,7,0.950382,23,23
34,7,0.950382,25,26
35,7,0.950382,42,23
36,7,0.950382,21,25
37,7,0.950382,25,25
38,7,0.950382,15,27
39,7,0.950382,2,26
40,7,0.950382,26,45
41,7,0.950382,25,26
42,7,0.950382,23,2
43,7,0.950382,34,33
44,7,0.950382,44,35
45,7,0.950382,34,33
46,7,0.950382,36,0
47,7,0.950382,42,23
48,7,0.950382,42,42
49,7,0.930180,44,35
50,7,0.925130,26,45
51,7,0.925130,2,47
1,8,0.960483,0,0
2,8,0.960483,0,0
3,8,0.960483,0,0
4,8,0.955433,49,7
5,8,0.955433,5,1
6,8,0.955433,2,2
7,8,0.955433,4,33
8,8,0.955433,39,28
9,8,0.955433,8,8
10,8,0.955433,8,8
11,8,0.955433,12,12
12,8,0.955433,6,11
13,8,0.955433,6,6
14,8,0.955433,11,11
15,8,0.955433,7,6
16,8,0.955433,6,11
17,8,0.955433,8,8
18,8,0.955433,8,8
19,8,0.955433,8,8
20,8,0.955433,7,6
21,8,0.955433,8,8
22,8,0.955433,7,7
23,8,0.955433,9,9
24,8,0.955433,13,13
25,8,0.955433,15,15
26,8,0.955433,15,15
27,8,0.955433,15,15
28,8,0.955433,18,43
29,8,0.955433,22,22
30,8,0.955433,20,20
31,8,0.955433,27,27
32,8,0.955433,27,27
33,8,0.955433,26,26
34,8,0.955433,23,23
35,8,0.955433,28,42
36,8,0.955433,29,29
37,8,0.955433,29,29
38,8,0.955433,29,29
39,8,0.955433,5,1
40,8,0.950382,4,33
41,8,0.950382,39,39
42,8,0.950382,39,39
43,8,0.950382,39,39
44,8,0.950382,40,40
45,8,0.950382,43,42
46,8,0.950382,43,42
47,8,0.950382,18,43
48,8,0.950382,44,44
49,8,0.950382,28,42
50,8,0.950382,39,28
51,8,0.925130,49,7
1,9,0.960483,35,8
2,9,0.960483,8,39
3,9,0.960483,0,8
4,9,0.960483,0,8
5,9,0.960483,1,1
6,9,0.960483,8,0
7,9,0.960483,0,0
8,9,0.955433,3,3
9,9,0.955433,3,3
10,9,0.955433,3,3
11,9,0.955433,3,3
12,9,0.955433,3,3
13,9,0.955433,3,3
14,9,0.955433,3,14
15,9,0.955433,43,8
16,9,0.955433,5,5
17,9,0.955433,6,6
18,9,0.955433,47,8
19,9,0.955433,7,7
20,9,0.955433,7,7
21,9,0.955433,19,11
22,9,0.955433,8,14
23,9,0.955433,19,11
24,9,0.955433,10,10
25,9,0.955433,8,14
26,9,0.955433,8,22
27,9,0.955433,24,21
28,9,0.955433,10,10
29,9,0.955433,8,8
30,9,0.955433,12,12
31,9,0.955433,8,22
32,9,0.955433,8,8
33,9,0.955433,0,8
34,9,0.955433,3,14
35,9,0.955433,8,0
36,9,0.955433,24,21
37,9,0.955433,24,24
38,9,0.955433,24,24
39,9,0.955433,24,24
40,9,0.955433,27,27
41,9,0.955433,29,29
42,9,0.955433,33,33
43,9,0.955433,33,33
44,9,0.955433,35,35
45,9,0.955433,35,8
46,9,0.955433,0,8
47,9,0.950382,8,39
48,9,0.950382,40,40
49,9,0.950382,40,40
50,9,0.950382,47,8
51,9,0.950382,43,8
1,10,0.960483,7,0
2,10,0.960483,0,0
3,10,0.960483,0,22
4,10,0.960483,0,0
5,10,0.960483,1,2
6,10,0.960483,3,41
7,10,0.960483,1,1
8,10,0.960483,5,23
9,10,0.960483,5,5
10,10,0.960483,4,4
11,10,0.955433,13,13
12,10,0.955433,7,0
13,10,0.955433,13,13
14,10,0.955433,21,7
15,10,0.955433,7,22
16,10,0.955433,17,12
17,10,0.955433,7,7
18,10,0.955433,13,45
19,10,0.955433,11,11
20,10,0.955433,7,12
21,10,0.955433,13,13
22,10,0.955433,7,7
23,10,0.955433,7,7
24,10,0.955433,7,12
25,10,0.955433,17,12
26,10,0.955433,15,15
27,10,0.955433,15,15
28,10,0.955433,36,29
29,10,0.955433,29,20
30,10,0.955433,29,29
31,10,0.955433,26,26
32,10,0.955433,32,21
33,10,0.955433,21,7
34,10,0.955433,0,22
35,10,0.955433,22,22
36,10,0.955433,7,22
37,10,0.955433,29,20
38,10,0.955433,34,34
39,10,0.955433,34,34
40,10,0.955433,32,21
41,10,0.955433,5,23
42,10,0.955433,47,36
43,10,0.955433,36,29
44,10,0.955433,46,40
45,10,0.955433,40,40
46,10,0.955433,3,41
47,10,0.955433,13,45
48,10,0.955433,1,2
49,10,0.950382,46,46
50,10,0.950382,47,36
51,10,0.950382,46,40
1,11,0.960483,0,25
2,11,0.960483,1,27
3,11,0.960483,16,0
4,11,0.960483,0,0
5,11,0.960483,0,0
6,11,0.960483,0,6
7,11,0.960483,5,5
8,11,0.960483,46,44
9,11,0.960483,0,6
10,11,0.960483,6,41
11,11,0.960483,7,7
12,11,0.960483,7,7
13,11,0.960483,8,8
14,11,0.960483,8,8
15,11,0.960483,8,8
16,11,0.960483,8,8
17,11,0.955433,13,24
18,11,0.955433,13,24
19,11,0.955433,10,10
20,11,0.955433,47,19
21,11,0.955433,12,12
22,11,0.955433,37,14
23,11,0.955433,16,12
24,11,0.955433,13,13
25,11,0.955433,16,12
26,11,0.955433,16,16
27,11,0.955433,16,16
28,11,0.955433,14,37
29,11,0.955433,23,23
30,11,0.955433,16,0
31,11,0.955433,24,24
32,11,0.955433,24,24
33,11,0.955433,48,25
34,11,0.955433,25,25
35,11,0.955433,27,27
36,11,0.955433,28,28
37,11,0.955433,1,27
38,11,0.955433,37,34
39,11,0.955433,35,35
40,11,0.955433,36,36
41,11,0.955433,37,37
42,11,0.955433,37,14
43,11,0.955433,14,37
44,11,0.955433,37,34
45,11,0.955433,37,37
46,11,0.955433,28,28
47,11,0.955433,0,25
48,11,0.955433,6,41
49,11,0.955433,47,19
50,11,0.950382,48,25
51,11,0.950382,46,44
1,12,0.961186,0,12
2,12,0.961186,0,0
3,12,0.961186,0,0
4,12,0.961186,38,4
5,12,0.961186,5,1
6,12,0.961186,2,25
7,12,0.961186,5,1
8,12,0.961186,4,10
9,12,0.961186,3,3
10,12,0.961186,3,37
11,12,0.961186,8,25
12,12,0.961186,6,6
13,12,0.961186,7,7
14,12,0.961186,7,7
15,12,0.961186,9,9
16,12,0.961186,18,8
17,12,0.961186,9,9
18,12,0.961186,12,24
19,12,0.961186,10,10
20,12,0.961186,4,10
21,12,0.961186,12,12
22,12,0.961186,12,40
23,12,0.961186,0,12
24,12,0.961186,12,12
25,12,0.961186,12,12
26,12,0.961186,12,12
27,12,0.961186,12,12
28,12,0.961186,12,12
29,12,0.956136,18,18
30,12,0.956136,18,18
31,12,0.956136,18,8
32,12,0.956136,20,24
33,12,0.956136,20,20
34,12,0.956136,24,24
35,12,0.956136,20,20
36,12,0.956136,27,27
37,12,0.956136,25,25
38,12,0.956136,25,25
39,12,0.956136,2,25
40,12,0.956136,20,24
41,12,0.956136,12,24
42,12,0.956136,34,34
43,12,0.956136,35,35
44,12,0.956136,8,25
45,12,0.956136,3,37
46,12,0.956136,39,39
47,12,0.956136,40,40
48,12,0.956136,12,40
49,12,0.956136,43,43
50,12,0.956136,38,4
51,12,0.956136,47,47
1,13,0.961186,1,1
2,13,0.961186,2,2
3,13,0.961186,2,2
4,13,0.961186,0,0
5,13,0.961186,0,0
6,13,0.961186,2,2
7,13,0.961186,1,1
8,13,0.961186,3,3
9,13,0.961186,3,4
10,13,0.961186,4,4
11,13,0.961186,4,10
12,13,0.961186,5,5
13,13,0.961186,15,5
14,13,0.961186,7,30
15,13,0.956136,3,4
16,13,0.961186,7,30
17,13,0.961186,4,10
18,13,0.961186,10,10
19,13,0.961186,12,12
20,13,0.961186,12,12
21,13,0.961186,12,12
22,13,0.961186,12,12
23,13,0.961186,15,15
24,13,0.961186,15,5
25,13,0.961186,15,15
26,13,0.961186,12,12
27,13,0.961186,32,15
28,13,0.961186,20,19
29,13,0.961186,18,18
30,13,0.961186,21,21
31,13,0.961186,20,20
32,13,0.961186,20,20
33,13,0.961186,20,20
34,13,0.961186,20,20
35,13,0.961186,20,20
36,13,0.961186,20,20
37,13,0.961186,20,19
38,13,0.956136,41,32
39,13,0.956136,41,28
40,13,0.956136,28,28
41,13,0.956136,38,38
42,13,0.956136,32,32
43,13,0.956136,32,32
44,13,0.956136,35,35
45,13,0.956136,32,15
46,13,0.956136,35,35
47,13,0.956136,40,40
48,13,0.956136,41,32
49,13,0.956136,41,28
50,13,0.956136,48,48
51,13,0.956136,50,50
1,14,0.961186,10,43
2,14,0.961186,15,11
3,14,0.961186,0,0
4,14,0.961186,0,0
5,14,0.961186,1,1
6,14,0.961186,0,0
7,14,0.961186,4,1
8,14,0.961186,23,4
9,14,0.961186,3,3
10,14,0.961186,4,1
11,14,0.961186,0,0
12,14,0.961186,7,7
13,14,0.961186,7,7
14,14,0.961186,11,37
15,14,0.961186,43,13
16,14,0.961186,13,13
17,14,0.961186,37,15
18,14,0.961186,30,15
19,14,0.961186,15,15
20,14,0.961186,16,16
21,14,0.961186,17,17
22,14,0.961186,17,17
23,14,0.961186,15,11
24,14,0.961186,21,23
25,14,0.961186,18,18
26,14,0.961186,18,18
27,14,0.961186,21,21
28,14,0.961186,18,18
29,14,0.961186,23,23
30,14,0.961186,25,25
31,14,0.961186,22,22
32,14,0.961186,22,22
33,14,0.961186,21,23
34,14,0.961186,27,27
35,14,0.961186,27,27
36,14,0.961186,27,27
37,14,0.961186,30,30
38,14,0.961186,30,30
39,14,0.961186,30,15
40,14,0.961186,30,30
41,14,0.961186,30,30
42,14,0.961186,36,36
43,14,0.956136,7,7
44,14,0.956136,11,37
45,14,0.956136,37,37
46,14,0.956136,39,39
47,14,0.956136,40,40
48,14,0.956136,37,15
49,14,0.956136,10,43
50,14,0.956136,23,4
51,14,0.951085,43,13
1,15,0.966237,15,17
2,15,0.961186,0,0
3,15,0.961186,0,0
4,15,0.961186,10,0
5,15,0.961186,20,9
6,15,0.961186,1,1
7,15,0.961186,1,1
8,15,0.961186,7,7
9,15,0.961186,8,8
10,15,0.961186,6,6
11,15,0.961186,6,6
12,15,0.961186,13,5
13,15,0.961186,4,4
14,15,0.961186,10,0
15,15,0.961186,12,12
16,15,0.961186,12,12
17,15,0.961186,14,14
18,15,0.961186,14,14
19,15,0.961186,50,15
20,15,0.961186,15,15
21,15,0.961186,13,5
22,15,0.961186,42,17
23,15,0.961186,42,17
24,15,0.961186,47,21
25,15,0.961186,21,19
26,15,0.961186,30,20
27,15,0.961186,21,19
28,15,0.961186,22,22
29,15,0.961186,20,9
30,15,0.961186,24,24
31,15,0.961186,24,24
32,15,0.961186,24,24
33,15,0.961186,30,49
34,15,0.961186,30,30
35,15,0.961186,30,20
36,15,0.961186,36,30
37,15,0.961186,28,28
38,15,0.961186,30,30
39,15,0.961186,32,32
40,15,0.961186,32,32
41,15,0.961186,33,33
42,15,0.961186,33,33
43,15,0.961186,38,38
44,15,0.961186,36,36
45,15,0.961186,36,36
46,15,0.961186,36,36
47,15,0.961186,36,30
48,15,0.956136,47,21
49,15,0.956136,15,17
50,15,0.956136,30,49
51,15,0.951085,50,15
1,16,0.966237,0,0
2,16,0.966237,14,0
3,16,0.966237,21,5
4,16,0.961186,21,1
5,16,0.961186,3,3
6,16,0.961186,2,19
7,16,0.961186,1,1
8,16,0.961186,3,2
9,16,0.961186,9,4
10,16,0.961186,3,2
11,16,0.961186,19,5
12,16,0.961186,14,23
13,16,0.961186,5,5
14,16,0.961186,5,5
15,16,0.961186,11,26
16,16,0.961186,9,9
17,16,0.961186,12,12
18,16,0.961186,7,7
19,16,0.961186,9,9
20,16,0.961186,9,4
21,16,0.961186,14,14
22,16,0.961186,29,14
23,16,0.961186,14,0
24,16,0.961186,16,16
25,16,0.961186,16,16
26,16,0.961186,19,19
27,16,0.961186,2,19
28,16,0.961186,19,19
29,16,0.961186,19,19
30,16,0.961186,20,20
31,16,0.961186,19,5
32,16,0.961186,21,21
33,16,0.961186,21,1
34,16,0.961186,22,22
35,16,0.961186,22,22
36,16,0.961186,11,26
37,16,0.961186,25,26
38,16,0.961186,25,26
39,16,0.961186,14,23
40,16,0.961186,27,27
41,16,0.961186,29,29
42,16,0.961186,29,14
43,16,0.961186,29,29
44,16,0.961186,33,32
45,16,0.961186,33,32
46,16,0.961186,33,33
47,16,0.961186,38,38
48,16,0.961186,38,38
49,16,0.961186,40,40
50,16,0.961186,43,43
51,16,0.956136,21,5
1,17,0.966237,0,34
2,17,0.966237,0,0
3,17,0.966237,20,31
4,17,0.966237,29,16
5,17,0.961186,7,7
6,17,0.961186,5,4
7,17,0.961186,5,4
8,17,0.961186,5,5
9,17,0.961186,6,6
10,17,0.961186,4,4
11,17,0.961186,8,8
12,17,0.961186,8,8
13,17,0.961186,23,11
14,17,0.961186,10,10
15,17,0.961186,11,11
16,17,0.961186,15,12
17,17,0.961186,12,12
18,17,0.961186,12,22
19,17,0.961186,19,19
20,17,0.961186,17,23
21,17,0.961186,19,19
22,17,0.961186,14,25
23,17,0.961186,15,12
24,17,0.961186,29,16
25,17,0.961186,21,21
26,17,0.961186,21,23
27,17,0.961186,22,22
28,17,0.961186,12,22
29,17,0.961186,23,23
30,17,0.961186,17,23
31,17,0.961186,25,25
32,17,0.961186,25,25
33,17,0.961186,37,25
34,17,0.961186,25,25
35,17,0.961186,25,25
36,17,0.961186,21,23
37,17,0.961186,30,30
38,17,0.961186,23,11
39,17,0.961186,31,31
40,17,0.961186,36,36
41,17,0.961186,37,25
42,17,0.961186,0,34
43,17,0.961186,38,38
44,17,0.961186,41,41
45,17,0.961186,40,40
46,17,0.961186,46,46
47,17,0.961186,49,49
48,17,0.956136,50,50
49,17,0.956136,50,50
50,17,0.956136,20,31
51,17,0.956136,14,25
1,18,0.966237,0,0
2,18,0.966237,1,1
3,18,0.966237,45,23
4,18,0.966237,2,2
5,18,0.966237,16,3
6,18,0.966237,3,26
7,18,0.966237,3,3
8,18,0.961186,16,6
9,18,0.961186,9,16
10,18,0.961186,9,9
11,18,0.961186,9,9
12,18,0.961186,9,9
13,18,0.961186,5,5
14,18,0.961186,7,7
15,18,0.961186,7,7
16,18,0.961186,5,5
17,18,0.961186,8,16
18,18,0.961186,6,27
19,18,0.961186,8,8
20,18,0.961186,5,5
21,18,0.961186,9,9
22,18,0.961186,10,10
23,18,0.961186,10,10
24,18,0.961186,14,32
25,18,0.961186,9,16
26,18,0.961186,15,15
27,18,0.961186,16,16
28,18,0.961186,17,17
29,18,0.961186,8,16
30,18,0.961186,16,6
31,18,0.961186,18,18
32,18,0.961186,32,19
33,18,0.961186,23,23
34,18,0.961186,6,27
35,18,0.961186,24,24
36,18,0.961186,26,26
37,18,0.961186,16,3
38,18,0.961186,3,26
39,18,0.961186,29,29
40,18,0.961186,32,32
41,18,0.961186,32,32
42,18,0.961186,30,30
43,18,0.961186,30,30
44,18,0.961186,32,19
45,18,0.961186,14,32
46,18,0.961186,36,36
47,18,0.961186,40,40
48,18,0.961186,43,43
49,18,0.961186,45,45
50,18,0.956136,49,49
51,18,0.956136,45,23
1,19,0.966237,0,0
2,19,0.966237,1,27
3,19,0.966237,1,1
4,19,0.966237,1,28
5,19,0.966237,4,23
6,19,0.966237,4,17
7,19,0.966237,2,2
8,19,0.966237,2,2
9,19,0.966237,3,3
10,19,0.966237,39,5
11,19,0.966237,6,23
12,19,0.961186,8,17
13,19,0.961186,8,8
14,19,0.961186,8,8
15,19,0.961186,9,7
16,19,0.961186,16,45
17,19,0.961186,9,9
18,19,0.961186,9,13
19,19,0.961186,12,12
20,19,0.961186,16,16
21,19,0.961186,13,13
22,19,0.961186,12,12
23,19,0.961186,18,18
24,19,0.961186,12,12
25,19,0.961186,9,13
26,19,0.961186,12,12
27,19,0.961186,18,18
28,19,0.961186,8,17
29,19,0.961186,22,22
30,19,0.961186,25,25
31,19,0.961186,32,27
32,19,0.961186,27,26
33,19,0.961186,27,26
34,19,0.961186,26,26
35,19,0.961186,1,27
36,19,0.961186,28,28
37,19,0.961186,1,28
38,19,0.961186,31,31
39,19,0.961186,6,23
40,19,0.961186,32,27
41,19,0.961186,4,23
42,19,0.961186,32,32
43,19,0.961186,43,43
44,19,0.961186,41,41
45,19,0.961186,39,39
46,19,0.961186,44,44
47,19,0.961186,16,45
48,19,0.961186,39,5
49,19,0.961186,9,7
50,19,0.956136,12,12
51,19,0.956136,4,17
1,20,0.966237,0,0
2,20,0.966237,0,0
3,20,0.966237,9,20
4,20,0.966237,15,4
5,20,0.966237,9,19
6,20,0.966237,4,4
7,20,0.966237,20,5
8,20,0.966237,5,5
9,20,0.966237,44,6
10,20,0.966237,6,6
11,20,0.966237,6,6
12,20,0.966237,8,8
13,20,0.966237,8,8
14,20,0.966237,9,9
15,20,0.961186,34,22
16,20,0.961186,11,11
17,20,0.961186,11,11
18,20,0.961186,34,18
19,20,0.961186,12,12
20,20,0.961186,12,12
21,20,0.961186,16,24
22,20,0.961186,20,20
23,20,0.961186,18,18
24,20,0.961186,15,34
25,20,0.961186,17,17
26,20,0.961186,24,24
27,20,0.961186,20,5
28,20,0.961186,20,20
29,20,0.961186,24,24
30,20,0.961186,16,24
31,20,0.961186,37,34
32,20,0.961186,37,34
33,20,0.961186,29,29
34,20,0.961186,29,29
35,20,0.961186,15,34
36,20,0.961186,30,30
37,20,0.961186,34,22
38,20,0.961186,33,33
39,20,0.961186,31,31
40,20,0.961186,31,31
41,20,0.961186,31,31
42,20,0.961186,30,30
43,20,0.961186,15,4
44,20,0.961186,34,18
45,20,0.961186,37,49
46,20,0.961186,9,19
47,20,0.961186,40,40
48,20,0.961186,9,20
49,20,0.961186,44,6
50,20,0.961186,45,45
51,20,0.956136,37,49
1,21,0.966237,1,48
2,21,0.966237,0,17
3,21,0.966237,0,0
4,21,0.966237,6,2
