individualId,count,coverage,parent1,parent2
20,13,0.937318,15,15
27,13,0.937318,20,20
29,13,0.937318,20,20
31,13,0.937318,18,25
1,14,0.942873,1,4
4,14,0.942873,1,1
5,14,0.940095,4,10
8,14,0.940095,4,4
9,14,0.940095,3,3
11,14,0.940095,4,4
12,14,0.940095,4,20
16,14,0.940095,27,4
19,14,0.940095,13,20
20,14,0.940095,14,31
26,14,0.937318,20,20
33,14,0.937318,29,29
1,15,0.942873,12,4
3,15,0.942873,4,16
4,15,0.942873,0,0
7,15,0.942873,19,4
8,15,0.940095,5,5
11,15,0.940095,8,20
13,15,0.940095,8,8
19,15,0.940095,9,12
22,15,0.940095,11,12
23,15,0.940095,8,1
31,15,0.940095,19,4
37,15,0.937318,8,26
43,15,0.937318,33,33
1,16,0.942873,1,1
2,16,0.942873,7,19
5,16,0.942873,3,3
6,16,0.942873,11,4
8,16,0.942873,13,4
10,16,0.940095,8,22
11,16,0.940095,8,43
21,16,0.940095,13,37
27,16,0.940095,7,19
28,16,0.940095,11,4
29,16,0.940095,23,13
35,16,0.940095,31,31
1,17,0.942873,1,8
2,17,0.942873,1,1
3,17,0.942873,0,0
4,17,0.942873,2,10
7,17,0.942873,1,8
9,17,0.942873,8,8
10,17,0.942873,6,6
13,17,0.942873,27,5
15,17,0.942873,6,35
17,17,0.940095,10,10
21,17,0.940095,21,21
22,17,0.940095,27,5
30,17,0.940095,28,28
31,17,0.940095,29,11
1,18,0.942873,1,1
3,18,0.942873,7,9
4,18,0.942873,13,15
5,18,0.942873,2,2
6,18,0.942873,2,2
7,18,0.942873,3,3
10,18,0.942873,17,2
11,18,0.942873,4,4
13,18,0.942873,10,10
15,18,0.942873,13,15
18,18,0.942873,9,9
26,18,0.940095,22,22
29,18,0.940095,21,21
32,18,0.940095,21,21
35,18,0.940095,30,30
36,18,0.940095,31,31
1,19,0.942873,1,1
3,19,0.942873,0,0
4,19,0.942873,7,3
5,19,0.942873,32,11
6,19,0.942873,4,4
8,19,0.942873,6,6
9,19,0.942873,7,7
10,19,0.942873,5,5
14,19,0.942873,10,10
20,19,0.942873,7,36
21,19,0.942873,18,15
23,19,0.942873,7,3
27,19,0.942873,13,13
29,19,0.940095,26,35
35,19,0.940095,29,29
40,19,0.940095,7,36
2,20,0.942873,1,27
3,20,0.942873,9,3
4,20,0.942873,0,0
5,20,0.942873,4,4
7,20,0.942873,5,5
8,20,0.942873,20,9
9,20,0.942873,14,6
10,20,0.942873,40,6
11,20,0.942873,6,9
15,20,0.942873,6,9
17,20,0.942873,8,9
18,20,0.942873,14,6
20,20,0.942873,10,10
21,20,0.942873,9,9
27,20,0.942873,29,9
31,20,0.942873,21,23
33,20,0.942873,27,9
35,20,0.942873,1,27
37,20,0.940095,35,29
2,21,0.942873,9,18
3,21,0.942873,3,10
5,21,0.942873,2,2
7,21,0.942873,2,2
8,21,0.942873,4,17
11,21,0.942873,11,3
12,21,0.942873,2,2
14,21,0.942873,33,7
15,21,0.942873,7,8
16,21,0.942873,37,31
17,21,0.942873,11,3
18,21,0.942873,10,10
19,21,0.942873,11,11
23,21,0.942873,4,5
24,21,0.942873,20,35
33,21,0.942873,3,10
34,21,0.942873,21,17
35,21,0.942873,15,27
39,21,0.942873,31,31
4,22,0.942873,0,0
5,22,0.942873,2,2
6,22,0.942873,2,18
7,22,0.942873,3,5
9,22,0.942873,8,8
10,22,0.942873,7,7
11,22,0.942873,8,11
12,22,0.942873,7,17
13,22,0.942873,12,12
15,22,0.942873,8,11
17,22,0.942873,7,33
20,22,0.942873,23,8
24,22,0.942873,15,15
28,22,0.942873,14,16
30,22,0.942873,24,34
32,22,0.942873,19,19
34,22,0.942873,24,24
37,22,0.942873,35,39
42,22,0.942873,35,39
43,22,0.942873,7,17
44,22,0.942873,3,5
1,23,0.942873,0,0
2,23,0.942873,5,42
5,23,0.942873,4,6
8,23,0.942873,34,13
9,23,0.942873,5,5
13,23,0.942873,7,9
15,23,0.942873,6,37
16,23,0.942873,10,9
17,23,0.942873,20,44
19,23,0.942873,6,6
21,23,0.942873,7,7
22,23,0.942873,24,30
24,23,0.942873,9,9
28,23,0.942873,17,20
29,23,0.942873,11,11
30,23,0.942873,15,12
31,23,0.942873,6,12
34,23,0.942873,13,28
37,23,0.942873,32,32
44,23,0.942873,37,37
46,23,0.942873,11,43
1,24,0.942873,0,0
2,24,0.942873,1,1
3,24,0.942873,2,2
4,24,0.942873,24,8
5,24,0.942873,9,5
6,24,0.942873,5,5
7,24,0.942873,15,34
9,24,0.942873,9,9
11,24,0.942873,22,13
12,24,0.942873,21,9
16,24,0.942873,21,21
17,24,0.942873,46,21
18,24,0.942873,13,13
19,24,0.942873,19,29
20,24,0.942873,30,30
21,24,0.942873,9,5
24,24,0.942873,16,16
25,24,0.942873,17,17
28,24,0.942873,31,44
30,24,0.942873,30,37
31,24,0.942873,28,28
38,24,0.942873,15,34
46,24,0.942873,46,46
1,25,0.942873,2,9
2,25,0.942873,5,18
3,25,0.942873,0,0
4,25,0.942873,6,2
5,25,0.942873,1,1
8,25,0.942873,4,7
9,25,0.942873,17,3
11,25,0.942873,28,6
12,25,0.942873,19,24
14,25,0.942873,5,5
15,25,0.942873,16,16
16,25,0.942873,20,30
19,25,0.942873,25,25
20,25,0.942873,24,24
21,25,0.942873,9,9
24,25,0.942873,18,9
25,25,0.942873,24,16
26,25,0.942873,12,12
27,25,0.942873,21,21
29,25,0.942873,18,11
35,25,0.942873,18,11
40,25,0.942873,38,31
43,25,0.942873,2,9
49,25,0.942873,46,46
1,26,0.942873,1,1
4,26,0.942873,2,40
9,26,0.942873,5,5
10,26,0.942873,21,5
11,26,0.942873,4,11
12,26,0.942873,14,49
13,26,0.942873,8,20
14,26,0.942873,9,9
15,26,0.942873,25,27
18,26,0.942873,35,15
20,26,0.942873,3,9
23,26,0.942873,29,29
26,26,0.942873,19,19
27,26,0.942873,26,16
31,26,0.942873,12,24
33,26,0.942873,43,43
1,27,0.942873,26,13
3,27,0.942873,14,4
4,27,0.942873,0,0
5,27,0.942873,1,1
6,27,0.942873,1,31
10,27,0.942873,10,27
12,27,0.942873,4,4
16,27,0.942873,9,9
19,27,0.942873,11,11
21,27,0.942873,15,12
26,27,0.942873,33,14
27,27,0.942873,18,18
29,27,0.942873,20,20
31,27,0.942873,23,23
34,27,0.942873,27,27
1,28,0.942873,4,1
2,28,0.942873,0,0
4,28,0.942873,3,3
5,28,0.942873,5,5
6,28,0.942873,6,6
11,28,0.942873,10,10
12,28,0.942873,19,34
14,28,0.942873,12,12
18,28,0.942873,19,19
19,28,0.942873,16,16
20,28,0.942873,21,21
22,28,0.942873,21,29
23,28,0.942873,29,27
28,28,0.942873,31,34
30,28,0.942873,27,27
35,28,0.942873,29,26
36,28,0.942873,21,29
1,29,0.942873,4,5
2,29,0.942873,19,14
7,29,0.942873,1,2
12,29,0.942873,5,5
15,29,0.942873,35,5
16,29,0.942873,12,6
18,29,0.942873,23,11
19,29,0.942873,28,18
20,29,0.942873,11,35
30,29,0.942873,20,22
35,29,0.942873,4,5
41,29,0.942873,35,5
42,29,0.942873,36,30
2,30,0.942873,1,12
4,30,0.942873,2,12
8,30,0.942873,7,7
12,30,0.942873,30,12
14,30,0.942873,41,15
16,30,0.942873,16,16
23,30,0.942873,18,19
24,30,0.942873,18,18
28,30,0.942873,20,20
42,30,0.942873,42,35
1,31,0.942873,12,2
2,31,0.942873,2,42
4,31,0.942873,0,0
6,31,0.942873,4,4
10,31,0.942873,8,8
16,31,0.942873,23,12
19,31,0.942873,12,12
20,31,0.942873,14,14
30,31,0.942873,24,24
33,31,0.942873,23,12
35,31,0.942873,16,23
39,31,0.942873,8,28
1,32,0.942873,1,35
2,32,0.942873,0,0
3,32,0.942873,1,1
6,32,0.942873,2,2
7,32,0.942873,4,33
11,32,0.942873,6,6
14,32,0.942873,10,10
18,32,0.942873,16,16
22,32,0.942873,19,19
23,32,0.942873,19,39
25,32,0.942873,20,20
29,32,0.942873,30,30
36,32,0.942873,1,35
1,33,0.942873,3,2
2,33,0.942873,22,1
3,33,0.942873,3,2
5,33,0.942873,0,0
6,33,0.942873,2,2
9,33,0.942873,6,29
11,33,0.942873,7,7
14,33,0.942873,11,36
16,33,0.942873,11,25
20,33,0.942873,14,14
24,33,0.942873,18,18
26,33,0.942873,23,23
1,34,0.943996,3,2
2,34,0.943996,1,1
5,34,0.943996,1,26
7,34,0.943996,6,14
8,34,0.943996,0,0
10,34,0.943996,5,5
15,34,0.943996,9,9
20,34,0.943996,11,11
26,34,0.943996,9,2
28,34,0.943996,16,16
30,34,0.943996,6,14
31,34,0.943996,20,20
35,34,0.943996,24,24
2,35,0.943996,5,1
3,35,0.943996,0,0
4,35,0.943996,5,1
5,35,0.943996,35,2
8,35,0.943996,7,7
9,35,0.943996,8,8
11,35,0.943996,2,28
14,35,0.943996,2,10
16,35,0.943996,7,7
18,35,0.943996,15,15
23,35,0.943996,20,20
29,35,0.943996,30,26
41,35,0.943996,31,31
1,36,0.943996,4,8
3,36,0.943996,0,0
4,36,0.943996,3,3
6,36,0.943996,18,11
7,36,0.943996,5,5
9,36,0.943996,11,41
12,36,0.943996,8,8
15,36,0.943996,9,16
17,36,0.943996,14,14
26,36,0.943996,8,18
36,36,0.943996,23,23
39,36,0.943996,29,2
1,37,0.943996,1,1
3,37,0.943996,0,0
5,37,0.943996,3,3
6,37,0.943996,4,4
10,37,0.943996,6,6
11,37,0.943996,36,7
18,37,0.943996,12,15
19,37,0.943996,12,15
20,37,0.943996,26,9
23,37,0.943996,39,17
31,37,0.943996,26,9
1,38,0.943996,1,1
3,38,0.943996,5,10
4,38,0.943996,3,3
6,38,0.943996,1,18
9,38,0.943996,6,6
10,38,0.943996,6,23
15,38,0.943996,10,10
17,38,0.943996,10,10
20,38,0.943996,11,19
21,38,0.943996,11,11
25,38,0.943996,20,20
33,38,0.943996,6,23
44,38,0.943996,31,31
1,39,0.943996,9,1
3,39,0.943996,17,1
4,39,0.943996,4,1
5,39,0.943996,3,3
6,39,0.943996,4,1
7,39,0.943996,4,9
8,39,0.943996,6,6
19,39,0.943996,10,10
21,39,0.943996,9,44
22,39,0.943996,9,1
24,39,0.943996,15,15
28,39,0.943996,21,21
31,39,0.943996,25,20
33,39,0.943996,25,25
38,39,0.943996,33,33
1,40,0.943996,5,22
3,40,0.943996,7,4
5,40,0.943996,1,8
6,40,0.943996,0,0
7,40,0.943996,19,1
8,40,0.943996,28,1
11,40,0.943996,3,3
14,40,0.943996,8,8
15,40,0.943996,19,1
21,40,0.943996,6,6
25,40,0.943996,24,24
28,40,0.943996,4,21
31,40,0.943996,31,31
35,40,0.943996,38,33
2,41,0.943996,11,14
4,41,0.943996,3,6
5,41,0.943996,3,15
7,41,0.943996,1,25
10,41,0.943996,7,8
13,41,0.943996,5,5
17,41,0.943996,3,6
21,41,0.943996,31,21
28,41,0.943996,28,28
36,41,0.943996,35,35
3,42,0.943996,0,0
4,42,0.943996,2,2
10,42,0.943996,4,17
13,42,0.943996,7,7
20,42,0.943996,13,13
21,42,0.943996,36,10
31,42,0.943996,28,28
34,42,0.943996,5,21
1,43,0.943996,4,10
3,43,0.943996,3,3
5,43,0.943996,4,4
23,43,0.943996,13,13
25,43,0.943996,31,20
29,43,0.943996,21,21
38,43,0.943996,34,34
1,44,0.943996,1,1
2,44,0.943996,0,0
4,44,0.943996,38,3
5,44,0.943996,3,3
8,44,0.943996,5,5
21,44,0.943996,25,25
22,44,0.943996,23,23
30,44,0.943996,29,29
1,45,0.943996,2,21
2,45,0.943996,1,8
3,45,0.943996,0,0
7,45,0.943996,5,4
9,45,0.943996,4,4
23,45,0.943996,30,22
1,46,0.943996,23,2
4,46,0.943996,1,1
6,46,0.943996,3,7
10,46,0.943996,9,9
1,47,0.949551,10,10
2,47,0.943996,4,1
51,47,0.932884,6,6
