individualId,count,coverage,parent1,parent2
19,14,0.819889,14,25
22,14,0.819889,15,15
29,14,0.819889,18,15
33,14,0.819889,18,15
38,14,0.819889,15,17
51,14,0.811342,9,5
1,15,0.825587,1,1
2,15,0.825587,1,4
5,15,0.825587,0,0
6,15,0.822738,2,4
7,15,0.822738,2,2
9,15,0.819889,4,4
10,15,0.819889,22,4
11,15,0.817040,13,5
13,15,0.822738,6,6
15,15,0.819889,11,13
23,15,0.819889,51,9
25,15,0.819889,18,14
34,15,0.819889,29,29
36,15,0.819889,33,2
38,15,0.819889,12,19
40,15,0.819889,38,38
2,16,0.825587,2,9
3,16,0.825587,2,2
6,16,0.825587,1,11
8,16,0.825587,0,0
9,16,0.822738,40,7
11,16,0.822738,1,6
12,16,0.819889,10,10
19,16,0.822738,13,13
26,16,0.819889,36,15
29,16,0.819889,5,23
32,16,0.819889,25,38
38,16,0.819889,34,34
1,17,0.825587,0,0
3,17,0.825587,29,3
6,17,0.825587,8,8
8,17,0.825587,19,6
9,17,0.825587,3,3
10,17,0.825587,2,2
11,17,0.822738,9,9
16,17,0.822738,11,38
17,17,0.819889,12,12
22,17,0.819889,32,12
49,17,0.819889,3,26
2,18,0.825587,8,3
3,18,0.825587,3,3
5,18,0.825587,0,0
11,18,0.825587,6,11
13,18,0.825587,9,9
15,18,0.825587,10,10
18,18,0.822738,11,11
22,18,0.822738,11,1
26,18,0.822738,17,16
33,18,0.819889,49,22
1,19,0.825587,5,5
2,19,0.825587,11,5
3,19,0.825587,2,2
4,19,0.825587,3,3
10,19,0.825587,13,26
18,19,0.825587,15,15
23,19,0.825587,11,5
25,19,0.822738,18,18
32,19,0.822738,33,22
43,19,0.819889,33,22
1,20,0.825587,4,18
2,20,0.825587,3,25
3,20,0.825587,3,2
6,20,0.825587,1,1
7,20,0.825587,2,4
9,20,0.825587,0,0
10,20,0.825587,4,4
14,20,0.825587,1,32
15,20,0.825587,3,43
19,20,0.825587,10,4
28,20,0.825587,23,23
38,20,0.822738,3,25
1,21,0.844808,38,15
2,21,0.841959,3,2
6,21,0.841959,14,2
7,21,0.841959,9,9
8,21,0.841959,14,14
11,21,0.841959,10,10
12,21,0.841959,6,7
13,21,0.841959,7,7
17,21,0.841959,1,1
19,21,0.841959,6,6
20,21,0.841959,19,10
24,21,0.841959,6,10
25,21,0.841959,3,2
26,21,0.841959,0,0
30,21,0.841959,6,7
31,21,0.841959,14,2
40,21,0.841959,28,28
1,22,0.847657,1,2
3,22,0.841959,40,12
4,22,0.841959,17,31
5,22,0.841959,7,17
6,22,0.841959,24,20
7,22,0.841959,11,12
9,22,0.841959,26,6
10,22,0.841959,17,17
11,22,0.841959,7,7
12,22,0.841959,8,8
15,22,0.841959,8,13
18,22,0.841959,7,17
21,22,0.841959,25,30
22,22,0.841959,24,20
23,22,0.841959,6,6
24,22,0.841959,19,26
33,22,0.841959,1,2
36,22,0.841959,30,30
38,22,0.841959,17,31
39,22,0.841959,31,31
1,23,0.847657,0,0
2,23,0.847657,7,1
3,23,0.841959,33,10
5,23,0.841959,21,4
9,23,0.841959,22,6
10,23,0.841959,4,4
13,23,0.841959,24,38
14,23,0.841959,38,10
16,23,0.841959,15,15
18,23,0.841959,5,9
19,23,0.841959,23,23
22,23,0.841959,12,39
23,23,0.841959,23,12
26,23,0.841959,18,18
27,23,0.841959,22,18
34,23,0.841959,18,11
36,23,0.841959,36,36
50,23,0.839110,3,15
2,24,0.847657,2,34
3,24,0.847657,0,0
4,24,0.847657,23,1
5,24,0.847657,2,22
6,24,0.841959,3,3
9,24,0.841959,5,5
14,24,0.841959,10,10
16,24,0.841959,13,9
25,24,0.841959,23,1
26,24,0.841959,13,36
27,24,0.841959,19,19
28,24,0.841959,27,27
29,24,0.841959,18,13
30,24,0.841959,2,22
32,24,0.841959,26,50
34,24,0.841959,14,14
41,24,0.841959,22,16
1,25,0.847657,6,3
2,25,0.847657,30,5
3,25,0.847657,25,5
4,25,0.847657,2,2
5,25,0.847657,4,4
8,25,0.847657,0,0
9,25,0.847657,26,3
10,25,0.847657,2,16
13,25,0.841959,6,6
22,25,0.841959,2,16
25,25,0.841959,14,25
28,25,0.841959,34,32
29,25,0.841959,27,27
30,25,0.841959,29,9
36,25,0.841959,30,5
41,25,0.841959,28,41
2,26,0.901304,29,5
5,26,0.901304,1,1
8,26,0.901304,2,2
11,26,0.901304,3,3
12,26,0.901304,13,5
15,26,0.901304,4,4
16,26,0.901304,4,8
19,26,0.901304,9,36
20,26,0.901304,22,10
23,26,0.895606,13,13
28,26,0.895606,13,5
31,26,0.895606,25,25
39,26,0.895606,25,28
44,26,0.895606,30,30
46,26,0.895606,41,41
48,26,0.895606,29,5
1,27,0.909851,0,0
2,27,0.901304,31,15
3,27,0.901304,2,2
5,27,0.901304,5,5
8,27,0.901304,8,8
13,27,0.901304,12,12
14,27,0.901304,11,11
16,27,0.901304,11,11
19,27,0.901304,19,20
30,27,0.895606,23,23
34,27,0.895606,28,16
39,27,0.895606,44,44
40,27,0.895606,39,39
46,27,0.895606,46,46
48,27,0.895606,48,48
1,28,0.909851,1,46
3,28,0.901304,30,8
4,28,0.901304,2,2
5,28,0.901304,13,8
8,28,0.901304,3,3
9,28,0.901304,3,3
12,28,0.901304,3,14
16,28,0.901304,48,5
20,28,0.901304,8,8
25,28,0.901304,13,8
30,28,0.901304,16,19
36,28,0.895606,40,34
42,28,0.895606,39,39
1,29,0.909851,3,1
3,29,0.909851,1,1
5,29,0.901304,3,3
6,29,0.901304,3,1
7,29,0.901304,4,16
8,29,0.901304,5,5
10,29,0.901304,30,4
11,29,0.901304,12,12
15,29,0.901304,8,8
16,29,0.901304,36,9
17,29,0.901304,16,16
22,29,0.901304,4,16
27,29,0.901304,20,25
34,29,0.901304,20,25
45,29,0.895606,42,42
1,30,0.912700,3,6
2,30,0.912700,3,8
3,30,0.912700,3,15
5,30,0.909851,1,1
6,30,0.909851,17,3
7,30,0.901304,5,17
8,30,0.901304,7,7
10,30,0.901304,7,8
12,30,0.901304,10,22
13,30,0.901304,11,11
18,30,0.901304,16,16
19,30,0.901304,10,22
22,30,0.901304,34,17
23,30,0.901304,17,17
24,30,0.901304,17,16
30,30,0.901304,27,27
45,30,0.895606,45,45
47,30,0.895606,3,8
1,31,0.912700,1,1
3,31,0.912700,0,0
4,31,0.912700,3,2
5,31,0.912700,2,2
6,31,0.912700,13,2
7,31,0.912700,6,18
9,31,0.912700,22,5
11,31,0.901304,7,47
12,31,0.901304,8,24
16,31,0.901304,10,10
17,31,0.901304,13,13
19,31,0.901304,12,23
22,31,0.901304,30,13
25,31,0.901304,23,24
26,31,0.901304,19,19
27,31,0.901304,23,23
28,31,0.901304,23,23
40,31,0.898455,10,7
42,31,0.898455,23,24
44,31,0.895606,45,45
49,31,0.892757,22,5
1,32,0.912700,11,9
2,32,0.912700,1,1
6,32,0.912700,3,3
8,32,0.912700,1,28
9,32,0.912700,0,0
10,32,0.912700,22,7
11,32,0.912700,5,5
12,32,0.912700,4,25
13,32,0.912700,42,6
18,32,0.901304,16,16
19,32,0.901304,28,12
25,32,0.901304,17,17
28,32,0.901304,28,19
31,32,0.901304,28,28
32,32,0.901304,27,27
45,32,0.898455,40,17
48,32,0.895606,26,44
50,32,0.892757,49,28
1,33,0.912700,2,28
2,33,0.912700,1,1
3,33,0.912700,0,0
7,33,0.912700,2,6
8,33,0.912700,2,6
9,33,0.912700,9,9
10,33,0.912700,50,2
12,33,0.912700,12,8
14,33,0.912700,10,10
17,33,0.912700,11,11
18,33,0.912700,12,10
19,33,0.912700,2,2
20,33,0.901304,18,25
22,33,0.901304,19,45
36,33,0.901304,32,32
37,33,0.901304,18,31
50,33,0.895606,48,13
1,34,0.912700,2,9
2,34,0.912700,0,0
3,34,0.912700,1,1
4,34,0.912700,8,2
5,34,0.912700,50,19
6,34,0.912700,3,3
10,34,0.912700,12,12
11,34,0.912700,36,17
12,34,0.912700,9,9
14,34,0.912700,7,22
17,34,0.912700,9,20
19,34,0.912700,20,10
21,34,0.912700,18,14
24,34,0.912700,18,18
25,34,0.912700,14,14
27,34,0.904153,8,2
28,34,0.901304,20,20
33,34,0.901304,22,22
43,34,0.901304,37,37
1,35,0.912700,1,1
2,35,0.912700,4,12
3,35,0.912700,0,0
6,35,0.912700,2,2
14,35,0.912700,6,5
18,35,0.912700,10,25
20,35,0.912700,14,14
21,35,0.912700,19,3
22,35,0.912700,24,11
25,35,0.912700,17,17
30,35,0.912700,21,21
31,35,0.912700,12,3
33,35,0.909851,28,27
34,35,0.909851,21,21
44,35,0.901304,43,33
1,36,0.912700,3,3
3,36,0.912700,44,1
4,36,0.912700,0,0
5,36,0.912700,2,2
7,36,0.912700,6,6
8,36,0.912700,33,6
9,36,0.912700,30,6
10,36,0.912700,6,14
12,36,0.912700,6,22
15,36,0.912700,6,25
20,36,0.912700,20,20
21,36,0.912700,31,22
23,36,0.912700,18,18
24,36,0.912700,21,21
38,36,0.909851,30,34
1,37,0.913031,7,3
2,37,0.913031,5,24
3,37,0.913031,4,4
4,37,0.913031,1,1
7,37,0.913031,9,4
10,37,0.913031,3,3
12,37,0.913031,24,15
13,37,0.913031,12,20
14,37,0.913031,8,15
17,37,0.913031,8,15
20,37,0.913031,10,10
23,37,0.913031,7,7
25,37,0.913031,7,3
32,37,0.913031,21,21
33,37,0.913031,23,23
37,37,0.913031,20,20
43,37,0.910182,38,24
1,38,0.934437,3,2
2,38,0.928739,4,32
6,38,0.928739,2,2
7,38,0.928739,3,3
12,38,0.928739,1,10
16,38,0.928739,12,2
22,38,0.928739,13,17
23,38,0.928739,33,13
25,38,0.928739,23,23
27,38,0.928739,20,20
28,38,0.928739,25,25
34,38,0.928739,13,17
35,38,0.928739,7,14
38,38,0.928739,37,43
2,39,0.950469,0,0
4,39,0.950469,38,1
5,39,0.950469,16,1
6,39,0.944771,16,1
7,39,0.944771,7,7
9,39,0.944771,6,6
10,39,0.944771,23,7
22,39,0.944771,16,16
33,39,0.944771,27,27
34,39,0.944771,28,28
35,39,0.944771,34,34
36,39,0.944771,12,25
37,39,0.944771,2,22
39,39,0.944771,35,35
1,40,0.953318,0,0
5,40,0.950469,4,4
6,40,0.950469,2,2
9,40,0.950469,5,5
15,40,0.944771,7,35
16,40,0.944771,7,7
20,40,0.944771,9,9
21,40,0.944771,6,33
30,40,0.941922,7,22
31,40,0.941922,10,7
36,40,0.944771,35,37
37,40,0.944771,34,34
39,40,0.944771,36,7
42,40,0.944771,39,39
1,41,0.953318,0,0
2,41,0.953318,16,1
3,41,0.953318,1,1
4,41,0.950469,16,6
5,41,0.950469,9,9
6,41,0.950469,6,6
11,41,0.950469,6,20
16,41,0.944771,16,5
26,41,0.944771,16,21
27,41,0.944771,16,15
29,41,0.944771,16,1
33,41,0.944771,42,30
34,41,0.941922,31,39
37,41,0.944771,36,36
41,41,0.944771,37,37
1,42,0.953318,1,33
2,42,0.953318,0,0
3,42,0.953318,16,2
5,42,0.953318,3,3
8,42,0.950469,4,4
9,42,0.950469,26,5
10,42,0.950469,5,5
11,42,0.950469,29,6
13,42,0.950469,11,11
16,42,0.944771,16,16
41,42,0.941922,34,34
44,42,0.944771,37,27
47,42,0.944771,41,41
1,43,0.953318,5,5
2,43,0.953318,5,2
3,43,0.953318,1,1
5,43,0.953318,10,1
8,43,0.953318,2,11
9,43,0.953318,3,3
13,43,0.950469,8,13
16,43,0.950469,9,9
18,43,0.950469,8,41
21,43,0.950469,11,10
25,43,0.950469,10,1
40,43,0.941922,41,41
41,43,0.944771,44,44
46,43,0.944771,47,16
1,44,0.953649,16,3
2,44,0.953649,46,1
3,44,0.953649,1,1
4,44,0.953649,13,8
7,44,0.953649,3,3
8,44,0.953649,3,9
9,44,0.953649,2,18
10,44,0.953649,25,2
11,44,0.953649,5,5
12,44,0.953649,0,0
16,44,0.950800,41,21
43,44,0.942253,40,40
2,45,0.953649,9,4
3,45,0.953649,3,3
5,45,0.953649,9,9
7,45,0.953649,10,10
8,45,0.953649,7,7
10,45,0.953649,11,11
12,45,0.953649,16,12
13,45,0.953649,1,3
14,45,0.953649,0,0
15,45,0.953649,4,4
18,45,0.953649,2,2
19,45,0.953649,8,8
22,45,0.953649,1,3
25,45,0.950800,16,16
47,45,0.942253,43,43
1,46,0.953649,13,22
5,46,0.953649,15,15
9,46,0.953649,8,8
10,46,0.953649,7,3
11,46,0.953649,5,13
12,46,0.953649,8,12
13,46,0.953649,18,19
24,46,0.953649,8,14
25,46,0.953649,3,3
29,46,0.953649,10,2
36,46,0.950800,5,13
42,46,0.950800,10,25
49,46,0.942253,47,47
1,47,0.953649,0,0
2,47,0.953649,1,1
6,47,0.953649,9,10
9,47,0.953649,5,25
14,47,0.953649,9,12
16,47,0.953649,12,12
17,47,0.953649,9,9
20,47,0.953649,5,13
23,47,0.953649,11,11
24,47,0.953649,5,13
28,47,0.953649,24,24
34,47,0.953649,29,29
39,47,0.953649,5,5
41,47,0.950800,36,42
50,47,0.942253,49,49
1,48,0.960517,28,1
2,48,0.960517,23,2
3,48,0.960517,2,2
5,48,0.960517,0,0
8,48,0.960517,1,1
11,48,0.960517,6,6
12,48,0.960517,9,9
16,48,0.960517,17,23
19,48,0.960517,16,16
24,48,0.960517,14,14
29,48,0.960517,20,23
34,48,0.960517,34,34
36,48,0.960517,24,2
40,48,0.960517,41,50
41,48,0.960517,39,39
3,49,0.960517,1,1
4,49,0.960517,3,3
5,49,0.960517,2,41
7,49,0.960517,5,12
10,49,0.960517,8,1
11,49,0.960517,8,1
13,49,0.960517,3,3
15,49,0.960517,11,11
21,49,0.960517,36,16
22,49,0.960517,16,16
23,49,0.960517,24,24
29,49,0.960517,29,19
30,49,0.960517,29,34
38,49,0.960517,40,40
1,50,0.960517,5,5
2,50,0.960517,4,4
3,50,0.960517,22,13
6,50,0.960517,7,7
8,50,0.960517,7,11
10,50,0.960517,10,10
11,50,0.960517,23,5
14,50,0.960517,3,29
15,50,0.960517,0,0
20,50,0.960517,10,7
22,50,0.960517,13,13
25,50,0.960517,15,21
36,50,0.960517,21,21
39,50,0.960517,30,21
44,50,0.960517,38,38
1,51,0.960517,25,1
2,51,0.960517,1,6
3,51,0.960517,3,1
4,51,0.960517,36,20
7,51,0.960517,6,10
11,51,0.960517,8,8
12,51,0.960517,14,14
16,51,0.960517,1,11
17,51,0.960517,1,11
19,51,0.960517,10,10
23,51,0.960517,6,2
25,51,0.960517,15,22
33,51,0.960517,39,39
41,51,0.960517,44,44
1,52,0.960517,19,7
2,52,0.960517,1,1
3,52,0.960517,23,1
4,52,0.960517,0,0
6,52,0.960517,12,2
8,52,0.960517,3,7
9,52,0.960517,11,11
12,52,0.960517,4,4
14,52,0.960517,11,11
15,52,0.960517,17,17
16,52,0.960517,19,19
17,52,0.960517,12,16
19,52,0.960517,3,7
22,52,0.960517,41,7
31,52,0.960517,25,25
40,52,0.960517,33,33
45,52,0.960517,41,7
46,52,0.957668,11,11
51,52,0.957668,17,25
1,53,0.960517,16,1
3,53,0.960517,2,3
5,53,0.960517,2,2
6,53,0.960517,4,31
7,53,0.960517,14,15
9,53,0.960517,19,2
10,53,0.960517,4,22
11,53,0.960517,12,2
13,53,0.960517,6,6
16,53,0.960517,12,12
17,53,0.960517,12,2
19,53,0.960517,12,15
23,53,0.960517,8,8
24,53,0.960517,17,45
25,53,0.960517,9,9
32,53,0.960517,31,31
35,53,0.960517,46,51
40,53,0.960517,40,40
1,54,0.960517,0,0
2,54,0.960517,1,1
3,54,0.960517,1,10
5,54,0.960517,3,3
7,54,0.960517,9,9
8,54,0.960517,23,35
11,54,0.960517,10,10
12,54,0.960517,7,7
13,54,0.960517,5,5
14,54,0.960517,6,6
18,54,0.960517,5,13
20,54,0.960517,13,11
22,54,0.960517,24,25
24,54,0.960517,17,23
26,54,0.960517,16,16
27,54,0.960517,19,19
34,54,0.960517,32,40
38,54,0.960517,35,35
2,55,0.960517,3,3
3,55,0.960517,0,0
6,55,0.960517,1,18
7,55,0.960517,5,2
9,55,0.960517,8,22
10,55,0.960517,14,14
13,55,0.960517,11,12
14,55,0.960517,12,12
15,55,0.960517,27,14
17,55,0.960517,8,13
21,55,0.960517,12,38
24,55,0.960517,27,27
25,55,0.960517,22,22
28,55,0.960517,7,20
30,55,0.960517,26,26
32,55,0.960517,24,24
38,55,0.960517,34,34
42,55,0.960517,12,38
2,56,0.960517,0,0
3,56,0.960517,2,2
5,56,0.960517,21,6
7,56,0.960517,28,42
8,56,0.960517,3,3
9,56,0.960517,7,7
11,56,0.960517,9,15
13,56,0.960517,10,10
15,56,0.960517,25,15
19,56,0.960517,17,14
27,56,0.960517,13,6
32,56,0.960517,30,30
33,56,0.960517,32,24
37,56,0.960517,38,38
1,57,0.960517,0,0
2,57,0.960517,5,5
3,57,0.960517,2,13
4,57,0.960517,19,5
5,57,0.960517,7,7
6,57,0.960517,8,8
8,57,0.960517,9,3
9,57,0.960517,2,2
12,57,0.960517,9,9
18,57,0.960517,11,11
25,57,0.960517,27,27
30,57,0.960517,15,15
36,57,0.960517,33,33
40,57,0.960517,32,32
47,57,0.960517,37,37
2,58,0.960517,18,4
3,58,0.960517,1,1
4,58,0.960517,0,0
7,58,0.960517,2,2
8,58,0.960517,25,2
9,58,0.960517,3,3
10,58,0.960517,6,47
11,58,0.960517,5,9
13,58,0.960517,6,6
15,58,0.960517,8,8
18,58,0.960517,18,4
21,58,0.960517,12,12
34,58,0.960517,30,30
51,58,0.954819,40,36
1,59,0.960517,2,2
2,59,0.960517,4,4
4,59,0.960517,9,3
7,59,0.960517,13,2
8,59,0.960517,3,13
9,59,0.960517,11,11
10,59,0.960517,7,7
11,59,0.960517,34,15
12,59,0.960517,8,8
13,59,0.960517,15,9
15,59,0.960517,10,10
21,59,0.960517,9,9
23,59,0.960517,15,9
29,59,0.960517,18,18
33,59,0.960517,21,21
50,59,0.954819,51,51
1,60,0.960517,1,2
2,60,0.960517,1,2
3,60,0.960517,9,7
4,60,0.960517,7,7
6,60,0.960517,2,2
7,60,0.960517,4,33
8,60,0.960517,9,4
9,60,0.960517,50,8
12,60,0.960517,0,0
15,60,0.960517,11,11
19,60,0.960517,23,23
21,60,0.960517,12,12
22,60,0.960517,15,15
23,60,0.960517,10,13
25,60,0.960517,9,4
35,60,0.960517,21,21
36,60,0.960517,29,29
38,60,0.960517,33,33
1,61,0.960517,1,1
2,61,0.960517,2,2
3,61,0.960517,0,0
5,61,0.960517,9,9
7,61,0.960517,6,6
8,61,0.960517,7,8
9,61,0.960517,4,15
10,61,0.960517,8,8
13,61,0.960517,12,12
21,61,0.960517,25,19
22,61,0.960517,3,35
25,61,0.960517,15,15
26,61,0.960517,22,22
27,61,0.960517,7,8
32,61,0.960517,23,23
35,61,0.960517,36,36
38,61,0.960517,38,21
2,62,0.960517,2,2
3,62,0.960517,0,0
4,62,0.960517,22,1
5,62,0.960517,25,7
6,62,0.960517,26,3
7,62,0.960517,7,7
9,62,0.960517,7,7
11,62,0.960517,13,13
17,62,0.960517,10,10
18,62,0.960517,38,10
21,62,0.960517,8,8
22,62,0.960517,9,5
26,62,0.960517,26,3
30,62,0.960517,27,27
33,62,0.960517,21,21
37,62,0.960517,25,32
39,62,0.960517,35,35
1,63,0.960517,0,0
2,63,0.960517,6,5
3,63,0.960517,6,6
6,63,0.960517,6,5
7,63,0.960517,5,5
8,63,0.960517,3,26
9,63,0.960517,4,4
10,63,0.960517,11,2
17,63,0.960517,17,17
20,63,0.960517,7,33
25,63,0.960517,22,22
28,63,0.960517,30,18
29,63,0.960517,9,9
30,63,0.960517,37,21
34,63,0.960517,11,33
42,63,0.960517,39,39
2,64,0.960517,1,1
3,64,0.960517,1,20
4,64,0.960517,8,8
5,64,0.960517,10,9
6,64,0.960517,10,9
8,64,0.960517,17,6
9,64,0.960517,2,2
10,64,0.960517,6,6
12,64,0.960517,7,7
13,64,0.960517,8,34
14,64,0.960517,25,8
16,64,0.960517,3,3
23,64,0.960517,29,29
28,64,0.960517,28,28
32,64,0.960517,42,30
1,65,0.960517,3,3
2,65,0.960517,10,5
3,65,0.960517,32,3
4,65,0.960517,2,23
6,65,0.960517,0,0
8,65,0.960517,6,6
10,65,0.960517,8,8
12,65,0.960517,12,12
13,65,0.960517,4,4
14,65,0.960517,28,14
15,65,0.960517,13,13
18,65,0.960517,10,9
19,65,0.960517,16,16
22,65,0.960517,10,10
27,65,0.960517,9,9
1,66,0.960517,1,6
2,66,0.960517,4,4
3,66,0.960517,2,2
4,66,0.960517,3,3
6,66,0.960517,15,6
8,66,0.960517,1,6
11,66,0.960517,1,1
14,66,0.960517,12,12
15,66,0.960517,18,13
18,66,0.960517,18,22
19,66,0.960517,27,27
20,66,0.960517,19,19
21,66,0.960517,15,15
24,66,0.960517,27,15
26,66,0.960517,10,12
30,66,0.960517,22,22
38,66,0.960517,8,14
50,66,0.957668,27,15
3,67,0.960517,4,6
4,67,0.960517,2,2
5,67,0.960517,15,1
7,67,0.960517,3,3
10,67,0.960517,21,3
11,67,0.960517,0,0
14,67,0.960517,8,4
16,67,0.960517,38,11
20,67,0.960517,26,26
26,67,0.960517,30,21
27,67,0.960517,50,18
28,67,0.960517,19,20
30,67,0.960517,24,24
38,67,0.960517,14,18
1,68,0.960517,0,0
2,68,0.960517,38,16
7,68,0.960517,10,14
10,68,0.960517,3,14
17,68,0.960517,7,7
18,68,0.960517,30,3
21,68,0.960517,5,5
22,68,0.960517,11,4
26,68,0.960517,27,27
27,68,0.960517,28,5
33,68,0.960517,26,20
